stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\code\Faculdade\IP\ProjetoJogo\FlappyShooter\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.07495] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07501] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07507] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07512] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07518] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07524] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07530] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07536] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07542] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07547] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07553] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07559] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07564] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07570] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07575] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07581] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07586] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07592] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07597] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07603] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07609] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07615] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07621] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07627] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07633] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07639] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07644] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07650] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07656] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07662] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07668] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07674] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07679] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07685] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07690] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07696] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07702] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07707] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07713] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07719] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07725] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07730] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07736] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07742] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07747] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07753] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07758] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07764] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07770] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07776] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07782] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07787] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07793] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07799] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07805] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07811] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07816] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07822] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07828] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07834] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07839] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07845] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07851] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07857] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07862] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07868] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07874] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07880] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07885] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07891] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07896] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07902] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07908] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07914] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07919] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07925] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07931] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07937] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07942] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07948] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.07958] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.08165] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.08176] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.11641] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.14065] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.14079] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.14092] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.14103] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.14109] Returning d3d_display: 000002D2DC30C720
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.14116] al_display=000002D2DC30C720
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.14123] al_display->vt=000002D2DC302F60
system   D            wsystem.c:834  maybe_parent_dir                 [   0.14187] Also searching C:\code\Faculdade\IP\ProjetoJogo\FlappyShooter\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.14208] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.14215] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.14374] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.14390] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.14581] added dtor for bitmap 000002D2E3036000, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.14640] added dtor for bitmap 000002D2E304FD20, func 00007FFEC473118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14954] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14972] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14980] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14991] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14999] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15006] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15012] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15018] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15024] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.15031] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.15038] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.15045] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.15055] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.15096] added dtor for bitmap 000002D2E3069D80, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15254] added dtor for sub_bitmap 000002D2E30B7B40, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15288] added dtor for sub_bitmap 000002D2E30B7D30, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15310] added dtor for sub_bitmap 000002D2E30B8F30, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15320] added dtor for sub_bitmap 000002D2E30B9120, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15329] added dtor for sub_bitmap 000002D2E30B9310, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15337] added dtor for sub_bitmap 000002D2E30B9500, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15345] added dtor for sub_bitmap 000002D2E30B96F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15352] added dtor for sub_bitmap 000002D2E30B98E0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15359] added dtor for sub_bitmap 000002D2E30B9AD0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15376] added dtor for sub_bitmap 000002D2E30BA040, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15384] added dtor for sub_bitmap 000002D2E30BA230, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15391] added dtor for sub_bitmap 000002D2E30BA420, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15398] added dtor for sub_bitmap 000002D2E30BA610, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15405] added dtor for sub_bitmap 000002D2E30BB3F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15411] added dtor for sub_bitmap 000002D2E30BB200, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15417] added dtor for sub_bitmap 000002D2E30BB5E0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15424] added dtor for sub_bitmap 000002D2E30BA850, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15431] added dtor for sub_bitmap 000002D2E30BAE20, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15441] added dtor for sub_bitmap 000002D2E30BAA40, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15448] added dtor for sub_bitmap 000002D2E30BAC30, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15456] added dtor for sub_bitmap 000002D2E30BB010, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15465] added dtor for sub_bitmap 000002D2E30BC020, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15472] added dtor for sub_bitmap 000002D2E30BD380, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15478] added dtor for sub_bitmap 000002D2E30BC5F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15485] added dtor for sub_bitmap 000002D2E30BC210, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15492] added dtor for sub_bitmap 000002D2E30BC400, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15499] added dtor for sub_bitmap 000002D2E30BD190, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15506] added dtor for sub_bitmap 000002D2E30BD570, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15514] added dtor for sub_bitmap 000002D2E30BBC40, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15520] added dtor for sub_bitmap 000002D2E30BC7E0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15527] added dtor for sub_bitmap 000002D2E30BB860, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15540] added dtor for sub_bitmap 000002D2E30BBA50, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15550] added dtor for sub_bitmap 000002D2E30BC9D0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15557] added dtor for sub_bitmap 000002D2E30BCBC0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15564] added dtor for sub_bitmap 000002D2E30BBE30, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15571] added dtor for sub_bitmap 000002D2E30BCFA0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15578] added dtor for sub_bitmap 000002D2E30BCDB0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15586] added dtor for sub_bitmap 000002D2E30C17B0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15593] added dtor for sub_bitmap 000002D2E30C0A20, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15599] added dtor for sub_bitmap 000002D2E30BFE80, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15605] added dtor for sub_bitmap 000002D2E30C0FF0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15612] added dtor for sub_bitmap 000002D2E30C0E00, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15619] added dtor for sub_bitmap 000002D2E30BFC90, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15626] added dtor for sub_bitmap 000002D2E30C15C0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15632] added dtor for sub_bitmap 000002D2E30C0C10, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15648] added dtor for sub_bitmap 000002D2E30C11E0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15657] added dtor for sub_bitmap 000002D2E30C13D0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15666] added dtor for sub_bitmap 000002D2E30C19A0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15673] added dtor for sub_bitmap 000002D2E30C0070, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15680] added dtor for sub_bitmap 000002D2E30C0260, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15693] added dtor for sub_bitmap 000002D2E30C0450, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15700] added dtor for sub_bitmap 000002D2E30C0640, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15708] added dtor for sub_bitmap 000002D2E30C0830, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15715] added dtor for sub_bitmap 000002D2E30C4470, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15722] added dtor for sub_bitmap 000002D2E30C3CB0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15729] added dtor for sub_bitmap 000002D2E30C3EA0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15737] added dtor for sub_bitmap 000002D2E30C4660, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15743] added dtor for sub_bitmap 000002D2E30C59C0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15754] added dtor for sub_bitmap 000002D2E30C4090, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15763] added dtor for sub_bitmap 000002D2E30C4280, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15771] added dtor for sub_bitmap 000002D2E30C4850, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15778] added dtor for sub_bitmap 000002D2E30C4A40, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15786] added dtor for sub_bitmap 000002D2E30C4C30, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15794] added dtor for sub_bitmap 000002D2E30C4E20, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15803] added dtor for sub_bitmap 000002D2E30C5010, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15810] added dtor for sub_bitmap 000002D2E30C5200, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15818] added dtor for sub_bitmap 000002D2E30C53F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15829] added dtor for sub_bitmap 000002D2E30C55E0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15841] added dtor for sub_bitmap 000002D2E30C57D0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15851] added dtor for sub_bitmap 000002D2E30C8A70, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15858] added dtor for sub_bitmap 000002D2E30C9230, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15864] added dtor for sub_bitmap 000002D2E30C7ED0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15871] added dtor for sub_bitmap 000002D2E30C8E50, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15877] added dtor for sub_bitmap 000002D2E30C80C0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15884] added dtor for sub_bitmap 000002D2E30C8C60, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15892] added dtor for sub_bitmap 000002D2E30C9800, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15899] added dtor for sub_bitmap 000002D2E30C84A0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15905] added dtor for sub_bitmap 000002D2E30C82B0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15913] added dtor for sub_bitmap 000002D2E30C8880, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15928] added dtor for sub_bitmap 000002D2E30C9040, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15938] added dtor for sub_bitmap 000002D2E30C9420, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15945] added dtor for sub_bitmap 000002D2E30C8690, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15953] added dtor for sub_bitmap 000002D2E30C9610, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15961] added dtor for sub_bitmap 000002D2E30C99F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15968] added dtor for sub_bitmap 000002D2E30C7CE0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15977] added dtor for sub_bitmap 000002D2E30CB810, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15987] added dtor for sub_bitmap 000002D2E30CA2C0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15995] added dtor for sub_bitmap 000002D2E30CA0D0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16003] added dtor for sub_bitmap 000002D2E30CB620, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16011] added dtor for sub_bitmap 000002D2E30CBA00, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16018] added dtor for sub_bitmap 000002D2E30CA4B0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16024] added dtor for sub_bitmap 000002D2E30CAA80, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16030] added dtor for sub_bitmap 000002D2E30CAC70, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16037] added dtor for sub_bitmap 000002D2E30CA6A0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16045] added dtor for sub_bitmap 000002D2E30CA890, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16052] added dtor for sub_bitmap 000002D2E30CB050, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16060] added dtor for sub_bitmap 000002D2E30CB240, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16066] added dtor for sub_bitmap 000002D2E30C9CF0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16073] added dtor for sub_bitmap 000002D2E30C9EE0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16081] added dtor for sub_bitmap 000002D2E30CAE60, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16088] added dtor for sub_bitmap 000002D2E30CB430, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16096] added dtor for sub_bitmap 000002D2E30CC230, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16105] added dtor for sub_bitmap 000002D2E30CD970, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16114] added dtor for sub_bitmap 000002D2E30CD1B0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16123] added dtor for sub_bitmap 000002D2E30CCFC0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16131] added dtor for sub_bitmap 000002D2E30CDB60, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16139] added dtor for sub_bitmap 000002D2E30CCDD0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16145] added dtor for sub_bitmap 000002D2E30CC420, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16152] added dtor for sub_bitmap 000002D2E30CDD50, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16161] added dtor for sub_bitmap 000002D2E30CCBE0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16168] added dtor for sub_bitmap 000002D2E30CC040, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16175] added dtor for sub_bitmap 000002D2E30CC610, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16182] added dtor for sub_bitmap 000002D2E30CD3A0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16189] added dtor for sub_bitmap 000002D2E30CD590, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16196] added dtor for sub_bitmap 000002D2E30CD780, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16203] added dtor for sub_bitmap 000002D2E30CC800, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16212] added dtor for sub_bitmap 000002D2E30CC9F0, func 00007FFEC473118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16220] added dtor for sub_bitmap 000002D2E30D1D80, func 00007FFEC473118B
